Date,Algerian dinar(DZD),Australian dollar(AUD),Botswana pula(BWP),Brazilian real(BRL),Brunei dollar(BND),Canadian dollar(CAD),Chilean peso(CLP),Chinese yuan(CNY),Czech koruna(CZK),Danish krone(DKK),Euro(EUR),Indian rupee(INR),Israeli New Shekel(ILS),Japanese yen(JPY),Korean won(KRW),Kuwaiti dinar(KWD),Malaysian ringgit(MYR),Mauritian rupee(MUR),Mexican peso(MXN),New Zealand dollar(NZD),Norwegian krone(NOK),Omani rial(OMR),Peruvian sol(PEN),Philippine peso(PHP),Polish zloty(PLN),Qatari riyal(QAR),Russian ruble(RUB),Saudi Arabian riyal(SAR),Singapore dollar(SGD),South African rand(ZAR),Swedish krona(SEK),Swiss franc(CHF),Thai baht(THB),Trinidadian dollar(TTD),U.A.E. dirham(AED),U.K. pound(GBP),U.S. dollar(USD),Uruguayan peso(UYU)
24-Feb-2022,0.0050927,0.516288,0.0619718,0.140179,0.530679,0.558967,0.000911335,0.113511,0.0319466,0.107612,0.800684,0.00953079,0.21928,0.00624035,0.000601683,2.36956,0.17094,0.016327,0.0347302,0.484298,0.0793717,1.86545,0.189452,0.0139897,0.173752,0.197051,0.00825119,0.191271,0.530679,0.046895,0.0753874,0.776808,0.022103,0.105934,0.195307,0.960778,0.717266,0.0166709
25-Feb-2022,0.00508282,0.516267,0.0618258,0.139573,,0.562671,0.000888483,0.113593,0.0326224,0.108099,0.804453,0.00952706,0.220079,0.00620769,,,0.170852,0.0163255,0.0350787,0.480118,0.0806419,,0.19111,,0.172069,,0.00858468,,,0.0471477,0.0752697,0.774094,0.0220478,0.106325,,0.960201,0.717237,0.0168631
28-Feb-2022,0.0050754,0.514889,,,,0.56459,0.000890302,0.1136,0.0321127,0.107908,0.802874,0.00949706,0.221407,0.00620438,0.000596089,,0.170654,0.0162918,0.0350987,0.479617,0.0807192,1.86454,,0.0139774,0.170837,0.196955,0.00766272,0.191178,0.52726,0.0465728,0.0752478,0.777819,0.0219086,0.10638,0.195212,0.960273,0.716916,
01-Mar-2022,0.0050749,0.520528,0.0615887,,0.528513,0.564197,0.000898461,0.113567,0.0314135,0.1076,0.800294,,0.221976,0.00622109,,,0.170913,,0.0349283,0.484823,0.081167,,0.189577,0.0139531,0.169929,0.196973,0.00781487,0.191195,0.528513,0.0465142,0.075658,0.781621,0.0219859,0.106415,0.19523,0.9614,0.716981,
02-Mar-2022,0.00506506,0.522739,0.0616298,0.14007,0.529476,0.567678,0.000895258,0.113933,0.0308681,0.107367,0.79867,0.00949728,0.222436,0.00625334,0.000596495,2.3726,0.171549,0.016333,0.0347084,0.486494,0.0808161,1.87031,0.191107,0.0140322,0.166074,0.197564,0.00696507,0.191769,0.529476,0.0464986,0.0741169,0.782178,0.0220114,0.106594,0.195816,0.958893,0.719134,0.0168356
03-Mar-2022,0.0050704,0.525316,0.0617342,,0.530497,0.568156,0.000891247,0.113858,0.0310751,0.107117,0.796933,0.0095034,0.222072,0.00622416,0.000597106,2.37306,0.171701,0.0162884,0.0347535,0.487614,0.0809743,1.8713,0.193158,0.0140008,0.166334,0.197668,0.00643823,0.19187,0.530497,0.0471988,0.07413,0.781655,0.0221123,0.106623,0.195919,0.961953,0.719513,0.0169003
04-Mar-2022,0.00507167,0.531277,0.062087,0.142249,0.53123,0.566229,0.000901335,0.114213,0.030657,0.106059,0.78901,0.00948369,0.222478,0.00625708,,,0.172495,0.0163152,0.0344994,0.488827,0.0802185,,0.192723,0.0140265,0.164414,,0.00682285,,0.53123,0.0469638,0.0737533,0.786601,0.0221319,0.106905,,0.959172,0.721942,
07-Mar-2022,0.00506509,0.537613,0.0618845,0.143287,0.531497,0.567324,0.000898069,0.114682,0.0308556,0.106106,0.789499,0.00942026,0.220793,0.00630563,0.000598137,2.38526,0.173401,0.0163441,0.0341898,0.499134,0.0802946,1.88464,0.193651,0.0140174,0.158489,0.199078,,0.193238,0.531497,0.0472657,0.0725695,0.783144,0.0220558,0.10724,0.197316,0.954282,0.724643,0.0169365
08-Mar-2022,0.0050788,0.529472,0.0617923,0.142329,0.531561,0.562999,0.000895883,0.114671,0.0307723,0.105993,0.789028,0.00942242,0.219518,0.00627359,0.000591163,2.38372,0.173292,0.0164373,0.0338866,0.49557,0.0805752,1.88403,0.194264,0.0139147,0.16057,0.199014,,0.193176,0.531561,0.0473614,0.0729826,0.78247,0.0218855,0.107043,0.197253,0.950319,0.724411,0.0169453
09-Mar-2022,0.00507052,0.526626,0.0619518,0.144324,0.529474,0.563834,0.000890227,0.114423,0.0313292,0.106753,0.794674,0.0094057,0.220125,0.00623881,,2.37871,0.172858,0.0165012,0.0344764,0.49265,0.0811061,1.88008,0.194639,0.0138498,0.163746,0.198596,0.00622727,0.192771,0.529474,0.047694,0.0733311,0.77881,0.0217869,0.106963,0.196839,0.950457,0.722891,0.016992
10-Mar-2022,0.00506764,0.528231,0.0624123,0.142857,0.5312,0.564753,0.000897904,0.114153,0.0315892,0.10749,0.799743,0.00947933,0.220584,0.00622008,0.000584471,2.37736,0.17245,0.0165473,0.0344006,0.492588,0.0806277,1.87654,0.194273,0.0138121,0.165937,0.198222,0.00599384,0.192408,0.5312,0.0477957,0.0740265,0.778474,0.0218143,0.106604,0.196468,0.94946,0.721529,0.0169357
11-Mar-2022,0.00506614,0.530341,0.0623166,0.14387,0.531801,0.568341,0.000896902,0.114382,0.0315208,0.106784,0.7945,0.00945799,0.221486,0.00621608,,,,0.0164718,0.0344753,0.496002,0.0810441,,0.196022,0.0138612,0.165453,,0.00619203,,0.531801,0.0481912,0.074293,0.775967,0.0217586,0.106658,,0.947689,0.72293,0.0169686
14-Mar-2022,0.00508058,,0.062409,0.1433,0.531171,0.567963,0.000904304,0.114091,0.0319517,0.106895,0.795352,0.00947264,0.222058,0.00617185,0.00058884,2.38595,0.172556,0.0165137,0.0347371,0.493684,0.0806739,1.88735,0.195708,0.0138839,0.167901,0.199364,0.00629956,0.193516,0.531171,0.0481347,0.0753623,0.77543,0.0217128,0.107439,0.1976,0.945279,0.725686,0.0170014
15-Mar-2022,0.00508596,0.520979,0.0622768,0.141302,0.530508,0.566267,0.000896812,0.113632,0.0320467,0.107087,0.796839,0.00947852,0.220563,0.00613205,0.000585332,2.38484,0.172297,0.0165555,0.0347313,0.488645,0.0809053,1.88554,0.194576,0.0138297,0.168634,0.199174,0.0065032,0.193331,0.530508,0.0478762,0.0755106,0.772048,0.0216428,0.107486,0.197411,0.946477,0.724992,0.0169395
16-Mar-2022,0.00507351,0.521726,0.0623292,0.141167,0.530575,0.569072,0.000888208,0.114038,0.0322242,0.106955,0.795873,0.00948177,0.221856,0.00611467,0.000583004,2.3813,0.172381,0.0165282,0.0349659,0.488137,0.0812212,1.88275,0.194444,0.0138147,0.169029,0.198878,0.00669969,0.193044,0.530575,0.0481865,0.0759236,0.770164,0.0216489,0.107255,0.197118,0.947751,0.723916,0.0169726
17-Mar-2022,0.00508088,0.529045,0.062534,0.142428,0.532471,0.571446,0.000899678,0.113891,0.0322408,0.107324,0.798917,0.00952566,,0.00607662,0.000582825,2.37925,0.172538,0.0164767,0.0351648,0.494705,0.0816886,1.8802,0.193817,0.0138268,0.170492,0.198609,0.00689817,0.192783,0.532471,0.0483471,0.0768141,0.769204,0.0217405,0.107178,0.196851,0.951058,0.722936,0.0170075
18-Mar-2022,0.00509145,0.534311,0.0627707,0.143636,0.534041,0.573828,0.000907119,0.113802,0.0320822,0.107088,0.796978,,,0.00610043,0.00059315,,0.172258,0.0164407,0.0354649,0.499053,0.0822138,,0.192502,0.0138785,0.169527,,0.00696472,,0.534041,0.0483328,0.0767737,0.773793,0.0217371,0.107409,,0.950574,0.723999,0.0169885
21-Mar-2022,0.00508142,0.535793,0.0624513,0.145722,0.533668,0.574648,0.000902053,0.113721,0.0323551,0.107346,0.798769,0.00950492,0.223419,,0.000597518,2.38162,0.172299,0.0164136,,0.500551,,1.88207,0.191342,0.0138271,0.170496,0.198806,0.00691289,0.192974,0.533668,,0.0767387,0.777537,0.0216268,0.107086,0.197047,0.951098,0.723654,0.0170179
22-Mar-2022,0.00507504,0.535924,0.062551,0.147313,0.533615,0.575794,0.000907713,0.113958,,0.107393,0.799029,0.00948943,,0.00604008,0.00059719,2.38346,0.172021,0.0163919,0.0357433,0.498089,,1.88507,0.192308,0.0138415,0.169665,0.199123,0.00696436,0.193282,0.533615,0.0488564,0.0764768,,0.0215512,0.107132,0.197361,0.958306,0.724809,0.0171261
23-Mar-2022,0.00508696,0.541074,0.0629645,0.148958,0.534639,0.577041,0.000914498,0.11377,0.0323882,0.107131,0.79685,0.00952126,0.224512,0.00598563,0.000593907,2.38539,0.171916,0.0164164,0.0359464,0.50495,,1.8866,0.192618,0.0138363,0.169596,0.199285,0.00703165,0.193439,0.534639,0.0489325,0.0768251,0.775951,0.0216253,0.107174,0.197522,0.957816,0.725398,0.01725
24-Mar-2022,0.00508152,0.542246,0.0629827,0.150976,0.53432,0.578403,0.000913357,0.113926,0.0322206,0.107071,0.796571,0.0095049,0.225274,0.00598488,0.00059834,2.38608,0.17166,0.0163392,0.0360437,0.505676,,1.88714,0.193857,0.0138546,0.167538,0.199343,0.0075548,0.193495,0.53432,,0.0771094,0.77951,0.021564,0.107049,0.197578,0.957983,0.725607,0.0173636
25-Mar-2022,0.00508293,0.545598,0.0633607,,0.534428,0.579868,0.000917811,0.113927,0.0323639,0.107197,0.797591,0.00951653,0.22493,0.005951,0.000594515,,0.171708,0.0163325,0.0363244,0.504638,0.0837764,,0.194618,0.0138445,0.168105,,0.00757827,,0.534428,0.0498145,0.0770864,0.782589,0.0216326,0.106868,,0.956682,0.724951,0.017478
28-Mar-2022,0.00508498,0.546893,0.0632373,,0.534224,0.579591,0.000924894,0.11405,0.0323267,0.107144,0.79708,0.00953179,0.225594,0.00594719,0.000596622,2.38747,0.172488,0.0163487,0.0361274,0.505098,0.0837943,1.89042,,0.0139217,0.169892,0.199688,0.00775633,0.193831,0.534224,0.0498324,0.0768446,0.777354,0.0215629,0.107475,0.197921,0.9563,0.726865,0.017572
29-Mar-2022,0.00508296,0.542958,0.0629895,0.15284,0.53324,0.580131,0.000932016,0.113906,0.0328647,0.108139,0.804423,0.00955188,0.225578,0.00584288,0.000592058,2.3836,0.171882,0.0163451,0.0362948,0.500143,0.0837984,1.88735,0.195234,0.0138994,0.169091,0.199364,0.00841041,0.193516,0.53324,0.0498086,0.077004,0.77543,0.0215158,0.107358,0.1976,0.950395,0.725686,0.0175949
30-Mar-2022,0.0050762,0.544139,0.0633274,,0.533675,0.579724,0.000930274,0.113755,0.0328792,0.108121,0.804316,0.0095412,0.226762,0.00590136,0.000592311,2.3788,0.171918,0.0162608,0.0363947,0.50221,0.0834371,1.88015,0.194176,0.0138838,0.173411,0.198603,0.00859743,0.192778,0.533675,0.0498938,0.0776861,0.78056,0.0216112,,0.196846,0.949767,0.722916,0.0176454
31-Mar-2022,0.00507778,0.541233,0.0633681,0.152702,0.534491,0.578889,0.000918975,0.114049,0.0329363,0.107964,0.803024,0.00954238,0.227764,0.00590997,0.00059744,2.38032,0.172069,0.0162616,0.0363303,0.504558,0.0826918,1.88135,0.195773,0.0139219,0.173053,0.198731,0.00867261,0.192901,0.534491,0.0496168,0.0780842,0.781948,0.0217199,0.107096,0.196972,0.949472,0.72338,0.0175941
01-Apr-2022,0.00507312,0.541661,0.0630984,0.154208,0.534009,0.578993,0.000919358,0.113927,0.0328468,0.107632,0.800647,0.00955631,0.226174,0.00592828,0.000598361,,0.172116,0.0162747,0.036508,0.501599,0.082859,,0.198966,0.0139567,0.172575,,0.00868332,,0.534009,0.0494789,0.0771276,0.783937,0.0217014,0.107356,,0.951981,0.724436,0.017618
04-Apr-2022,0.00508157,0.545689,0.063182,0.157298,,0.581449,0.000926964,,0.0328626,0.107443,0.799216,,0.22631,0.0059318,0.00059718,2.38774,0.172154,0.0163222,0.0367818,0.502769,0.0836969,1.88876,0.200229,0.0140568,0.172612,0.199514,0.00868767,0.193661,0.535094,0.0496342,0.0774307,,0.0216824,0.108347,0.197748,0.951107,0.72623,0.017549
05-Apr-2022,0.00507687,0.553361,0.0632932,0.156631,0.535618,0.583626,0.000932433,,0.0327463,0.107168,0.797088,0.00963886,0.226731,0.0059296,0.000597249,2.38723,0.172299,0.0163034,0.036514,0.504747,0.0835535,1.88992,,0.0141239,0.172063,0.199635,0.00871812,0.193779,0.535618,0.049965,0.0773065,0.784786,0.021719,0.107671,0.197869,0.954049,0.726673,0.0175406
06-Apr-2022,0.00508758,0.551585,0.0630112,0.155119,0.535391,0.582343,0.000930003,0.114461,0.0325566,,0.795689,0.00963542,0.225877,0.00587462,0.000600736,2.38994,0.172701,0.0163286,0.0363019,0.505546,,1.89455,0.196349,0.0142104,0.170974,0.200124,,0.194254,0.535391,,0.0772173,0.780388,,0.108082,0.198353,0.952999,0.728453,0.0174522
07-Apr-2022,,0.545369,0.0632607,0.153706,0.535811,0.579156,0.000917227,0.114546,0.0324536,0.106962,0.795569,0.00961454,0.225778,0.00589461,0.000597826,2.39229,0.172773,0.0163031,0.0361504,0.503316,0.0832231,1.89547,0.196604,0.014183,0.170574,0.200223,0.00955757,0.194349,0.535811,,0.0769851,0.780938,0.0217523,0.10787,0.198451,0.9527,0.72881,0.0173283
08-Apr-2022,0.00508868,0.545721,0.0630099,0.15351,0.534977,,0.00090271,0.114622,0.0323464,0.106502,0.792072,0.00962352,0.226134,0.0058813,0.000598507,,0.172795,0.0162823,0.0362466,0.502037,0.0833055,,,0.0141925,0.17078,,0.00974322,,0.534977,0.0495153,0.0769649,0.780272,0.0217222,0.107874,,0.951128,0.729281,0.0175169
11-Apr-2022,0.00509691,0.543288,0.0631697,0.155138,0.534077,0.577959,0.000895812,0.114508,0.0325397,0.106903,0.795092,0.00960263,0.22717,0.00583554,0.000595949,2.39201,0.172575,0.0165033,0.0364551,0.497771,0.0832753,1.89712,0.196668,0.0141562,0.171287,0.200396,0.00921483,0.194518,0.534077,0.049957,0.0772223,0.780945,0.0216838,0.107824,0.198623,0.95163,0.729442,0.0175968
12-Apr-2022,0.0050954,0.543004,0.0634102,,0.535071,0.579006,0.000892493,0.114703,0.0324465,0.106673,0.793431,0.00959803,0.227226,0.00581958,0.000592964,2.39558,0.17258,0.0166864,0.0368199,0.498223,0.0831728,1.89995,0.197548,0.014072,0.170184,0.200696,0.00917438,0.194809,0.535071,0.0500721,0.0767341,0.783286,0.0216904,,0.19892,0.950787,0.730532,0.0176867
13-Apr-2022,0.00510131,0.545057,0.0636424,0.156291,0.536424,0.580251,0.000906774,0.114923,0.0323897,0.106478,0.791946,0.0095969,0.228102,0.00582422,0.000591559,2.39765,0.17308,0.0168091,0.0369517,0.503653,0.0827588,1.90253,0.196224,0.0140205,0.170629,0.200968,0.00916153,0.195073,0.536424,0.0504623,0.0767317,0.78355,,0.108356,0.199189,0.951235,0.731522,0.0177352
14-Apr-2022,0.00509967,0.543755,0.0634307,0.154625,0.538908,0.578596,0.000905948,0.114475,0.0324747,,0.793103,,0.227912,0.00581875,0.000593866,2.39202,0.172423,0.0168515,,0.497166,,1.8962,,,0.171224,0.200299,0.00896921,0.194424,0.538908,0.0497831,0.0772103,0.779983,,0.10801,0.198527,0.957367,0.729089,
15-Apr-2022,0.00510027,,,,,,,0.114841,,,,,,0.00578995,0.000597819,,0.17283,0.0169709,,,,,,,,,0.00914313,,,,,,,,,,0.73185,
18-Apr-2022,0.00509734,,,0.156653,0.538616,0.580277,0.000898695,0.114903,,,,0.00958699,,0.0057817,0.000595231,2.39867,0.17235,0.0170065,0.0367241,,,1.90428,0.196299,0.0140874,,0.201152,0.00921545,0.195252,0.538616,,,,0.0217507,,0.199372,,0.732194,
19-Apr-2022,0.00510656,0.540753,0.0632944,0.157191,,0.580975,0.000896934,0.115009,0.0324337,0.106508,0.792317,0.00961492,0.226645,0.00575956,0.000594925,2.40034,,0.0170043,0.0365894,0.49374,0.0832017,,0.196892,0.0140419,0.171013,0.20149,0.00928046,0.195579,0.537621,0.0493816,0.0765817,0.773123,0.0217504,0.108546,0.199707,0.955467,0.733423,0.0178327
20-Apr-2022,,0.543741,0.0626041,0.157835,0.53638,0.585676,0.000894928,0.114117,0.0324764,0.106576,0.792986,0.00958163,0.226341,0.00565852,0.000592932,2.39637,0.171639,0.0169505,0.0365406,0.495122,0.0830851,1.90432,0.197788,0.0139786,0.171446,0.201157,0.00949927,0.195257,0.53638,0.0486714,0.077131,0.772824,0.0216528,0.108495,0.199377,0.956159,0.732212,0.0179481
21-Apr-2022,0.00511303,0.544761,0.0624967,,0.535812,0.584095,0.00089651,0.113521,0.0326789,0.107082,0.796724,0.00960269,0.227483,0.0057048,0.000591554,2.39742,0.170705,0.0169316,0.0362639,0.496169,0.0831756,1.90328,0.196565,0.0139518,0.171803,0.201047,0.00975762,0.19515,0.535812,0.0480409,0.0779095,0.771913,0.0216352,0.108183,0.199268,0.956149,0.731812,0.0182379
22-Apr-2022,0.00511648,0.539304,0.0619079,0.155378,0.538959,0.578844,0.000899001,0.113576,0.0326995,0.106895,0.795318,0.00963276,,0.00571688,0.000594668,,0.17069,0.0170258,0.0361865,0.493793,0.0826261,,0.195649,0.0140328,0.171247,,0.0100027,,0.538959,0.047253,0.0771007,0.769893,0.0216766,0.108503,,0.949095,0.735248,0.0183587
25-Apr-2022,0.00512558,,0.0616977,0.151376,0.53773,0.579162,0.000885487,0.112796,0.0325146,0.106735,0.794017,0.00962898,0.22452,0.00573765,0.000595067,2.41666,0.169959,0.0171522,,,0.0818421,1.9217,0.194089,0.014118,0.171088,0.202993,0.010072,0.197039,0.53773,0.0472303,0.076957,0.770766,0.0217316,0.109257,0.201197,0.939172,0.738895,0.0181542
26-Apr-2022,0.00512395,0.533497,0.0616256,0.148795,0.538726,0.577413,0.000868444,0.112738,0.0322896,0.10602,0.788719,0.00965131,0.224458,0.00579088,0.000592507,2.41673,0.169944,0.0171819,0.0362997,0.489162,0.0805288,1.92176,0.19389,0.0140939,0.169987,0.202999,0.0101627,0.197044,0.538726,0.0470622,0.0758049,0.771351,0.0216412,0.108969,0.201202,0.939532,0.738916,0.018062
27-Apr-2022,,0.532302,0.0614679,0.147818,0.538468,0.57801,0.00087482,0.113058,0.0319682,0.105456,0.784699,0.00967455,0.222999,0.00580999,0.000593985,2.42232,0.170199,0.0172137,0.0362211,0.487221,0.0802041,1.9284,0.193899,0.0141895,0.166799,0.203701,0.0101744,,0.538468,,0.0751565,0.768842,0.0215795,0.109599,0.201898,0.93329,0.741471,0.0178909
28-Apr-2022,0.00516261,0.529577,0.0614954,0.148951,0.539003,0.581731,0.000880656,0.112956,0.0319028,0.105144,0.782499,0.00974074,0.22479,0.00574521,0.00059085,2.43373,0.171112,0.0172933,0.0362864,0.48741,0.0790483,1.94097,0.194047,0.0142803,0.167284,0.205028,0.010323,,0.539003,0.0467418,0.0761697,0.767131,0.0216709,0.110495,0.203214,0.930341,0.746303,0.018055
29-Apr-2022,0.00512573,0.531725,0.0613701,0.151241,0.537175,0.58152,0.00086843,0.112938,0.031866,0.105362,0.78405,0.00973357,0.224263,0.00572656,0.000586009,2.42583,0.170654,0.0172196,0.0365134,0.48382,0.0803951,1.93467,0.194225,0.014262,0.168787,0.204363,0.0104737,0.198368,0.537175,0.0469939,0.0761657,0.766452,0.0216635,0.110076,0.202554,0.93502,0.74388,0.0182203
02-May-2022,,0.524926,,0.148292,,,0.000876038,,0.0317927,0.105439,0.784371,0.00975103,0.22235,0.00573011,0.000588996,,,0.0172373,,0.479648,0.0790317,,0.194194,0.0142413,0.16766,0.204757,,,,,0.0757566,0.765919,,,,,0.745316,0.0182113
03-May-2022,,0.530464,0.0612045,0.1488,,0.580989,0.000867257,,0.031956,0.105896,0.787896,,0.221548,,0.000589663,,,,0.036705,0.482284,0.0795129,,,,,,,,,0.0467983,0.0755898,0.763772,0.0216573,0.11044,,0.932734,0.746396,0.0181605
04-May-2022,0.00512032,0.529979,0.0616446,0.148821,,0.581889,0.000870042,,0.031852,0.105496,0.784981,0.00974582,0.22211,,0.000588923,,,0.0172526,0.0368035,0.480522,0.0792574,,,0.0142532,0.167671,,0.0107382,,0.538545,0.0467359,0.0753424,0.759411,,0.110567,,0.933092,0.7454,0.0180655
05-May-2022,0.00511199,0.53833,0.0620035,,0.541279,,0.000865147,0.112339,0.0319254,0.105594,0.785675,0.00977079,,,,,0.171439,0.0172037,0.0367646,0.48759,0.0797938,,0.196367,0.0141717,0.1689,,0.0112239,,0.541279,0.0473589,0.0761206,0.760715,0.0218013,,0.202436,0.932952,0.743447,
06-May-2022,0.00511563,0.528966,0.0610603,0.146923,0.538185,0.578751,0.000863801,0.1116,0.0319484,0.10592,0.788043,0.00971435,,0.005713,0.00059086,,0.170508,0.0172516,0.0370762,0.478268,0.0789557,,0.196042,0.0142468,0.167531,,0.0110641,,0.538185,0.0464967,0.0745346,0.758248,0.0216886,0.110505,,0.922428,0.745547,0.017924
09-May-2022,0.00512993,0.523538,0.0610869,0.145654,0.537526,0.576749,0.00087187,0.111165,0.0315139,0.106136,0.789494,0.00966419,0.217481,0.00571635,0.00058749,2.4359,0.170727,0.0172829,0.0368012,0.476583,0.0784919,1.9446,0.19604,,0.166957,0.205412,,0.199386,0.537526,,0.0747414,,0.0216561,0.110521,0.203594,0.923071,0.747698,0.0178935
10-May-2022,0.00513698,0.520935,0.0610931,0.145349,0.537929,0.573978,0.000860567,0.11107,0.0315171,0.105966,0.788236,0.00965513,0.215668,0.00572965,0.000585956,2.43515,0.170633,0.0172741,0.0366611,0.470783,0.0770404,1.94242,0.196026,0.01423,0.168885,0.205181,,0.199163,0.537929,0.0462991,0.0742671,0.749747,0.0216055,0.110216,0.203366,0.922746,0.74686,0.0179305
11-May-2022,0.00513298,0.519416,0.0610902,0.145756,0.537709,0.575809,0.000860337,0.111009,0.0310736,0.10594,0.788123,0.00966586,0.218051,0.00572718,0.000585515,2.43424,0.170372,0.0172696,,0.470947,0.077424,1.94233,0.197572,,0.169003,0.205171,0.0108489,0.199153,0.537709,0.0465844,0.0745534,0.754291,0.0215366,,0.203356,0.921655,0.746824,
12-May-2022,0.00513596,0.516074,0.0612176,0.145741,0.539219,0.575363,0.000870563,0.110589,0.0313203,0.104931,0.780825,0.00966938,0.21645,0.00578246,0.000587483,2.44529,0.171028,0.0173403,0.0369201,0.472223,0.0758836,1.95115,0.197685,0.0143535,0.167224,0.206103,0.0114029,0.200058,0.539219,,0.0740391,0.753115,0.0216026,0.111092,0.204279,0.915901,0.750216,0.017968
13-May-2022,0.00513687,0.518345,0.0613928,0.147142,0.538745,0.58013,0.000865786,0.110791,0.0315401,,0.780373,0.00971429,0.220235,0.00582965,0.000584143,,0.170899,0.0173716,0.037303,0.468787,,,0.199216,0.0143443,0.167549,,0.0117818,,0.538745,0.0465847,0.0743921,0.751743,0.0216329,0.111295,,0.916722,0.751442,0.0181324
16-May-2022,0.00513328,0.516797,0.0609894,0.148081,,0.582074,0.000871245,0.110283,0.031641,0.105059,0.781834,,0.219414,0.00581758,0.000583341,2.44357,,0.0173579,0.0373628,0.470098,0.0765096,1.95105,0.198617,0.0143071,0.167506,0.206093,0.0118241,0.200047,,0.0461947,0.0745747,0.747151,,0.111315,0.204269,0.920317,0.750177,
17-May-2022,0.00512006,0.523286,0.0610886,0.150353,0.536961,0.581896,0.000870422,0.11058,0.0318426,0.105787,0.787207,0.00961746,0.222065,0.00577397,0.000582713,2.43378,0.169922,0.017275,0.0374081,0.472802,,1.94228,0.198883,0.0142371,0.168279,0.205166,0.0117528,0.199148,0.536961,0.0466756,0.0747665,0.750068,0.0215678,0.110598,0.203351,0.93093,0.746805,0.0183942
18-May-2022,0.00513312,0.525423,0.0614014,0.150643,0.538283,0.581712,0.00087799,0.110634,0.0318921,0.105624,0.786043,0.0096295,0.222712,0.00577663,0.000584854,2.43712,0.16998,0.0172636,0.0374118,0.474853,0.076969,1.94272,0.198347,0.0142422,0.168698,0.205213,0.0117515,0.199194,0.538283,0.0469532,0.0750684,0.7496,0.0215739,0.110753,0.203397,0.926325,0.746976,0.0184525
19-May-2022,0.00511896,0.521927,0.0610257,0.151658,0.537877,0.582431,0.000877793,0.110297,0.0317895,0.105505,0.785203,0.00960151,0.220005,0.00581025,0.000587754,2.43405,0.169465,0.0172346,0.037439,0.470077,0.076158,1.94028,0.199209,0.0142314,0.168668,0.204955,0.0119551,0.198943,0.537877,0.0466907,0.0743834,0.763833,0.0215431,0.110365,0.203141,0.927024,0.746036,0.0184978
20-May-2022,0.00511202,0.52364,0.0613641,0.15251,0.538561,0.579786,0.000882983,0.111448,0.0318957,0.105708,0.786725,0.00958725,0.221437,0.00582191,0.000583561,,0.169143,0.01718,0.0374418,0.474474,0.0766637,,0.199519,0.0141975,0.169695,,0.0126313,,0.538561,0.0470387,0.0749632,0.766219,0.0215928,0.110257,,0.928383,0.743807,0.0185054
23-May-2022,0.00509823,0.526938,0.0612736,0.154463,0.538768,,0.000888834,0.11111,0.0321103,0.10613,0.78974,0.00954921,0.220773,0.00579926,0.000583627,2.4205,0.168831,0.0170943,0.0373667,0.47789,0.0770325,1.92695,0.199653,0.0141745,0.17084,0.203548,0.0127286,0.197577,0.538768,0.0471651,0.0749951,0.766595,0.0216086,0.109933,0.201746,0.931996,0.740914,0.0185224
24-May-2022,0.0051001,0.524702,0.0612633,0.15401,0.539031,0.577569,0.000892959,0.11112,0.0322027,0.106722,0.794127,0.00954193,0.221197,0.00579331,0.000584357,2.42167,0.168726,0.0171025,0.03725,0.47655,0.0771825,1.92663,0.199513,0.0141778,0.171993,0.203514,0.0130034,0.197544,0.539031,0.0473413,0.0758121,0.766744,0.0216669,0.109939,0.201713,0.926839,0.74079,0.0185606
25-May-2022,0.00510152,0.527241,0.0616487,0.153426,0.540479,0.577909,0.000889533,0.111249,0.0320667,0.106246,0.790528,0.00957072,0.220858,0.00584281,0.000586777,2.42637,0.168893,0.0170991,0.0373966,0.480356,0.0769718,1.92942,,0.0141769,0.17225,0.203808,0.013177,0.19783,0.540479,0.0471976,0.0754477,0.769606,0.0216887,,0.202005,0.926623,0.741862,
26-May-2022,0.00509256,0.523369,,0.154435,0.538877,0.579024,0.000886594,0.110018,0.0321102,,0.792313,0.00954171,0.220246,0.00581022,0.000586311,2.42252,0.168434,0.0170231,0.0374211,0.479262,,1.92636,0.20254,0.014149,0.171499,0.203485,0.011937,0.197517,0.538877,0.0468871,,,0.0216007,0.110067,0.201685,0.934377,0.740687,0.018571
27-May-2022,0.00510831,0.528779,0.0615946,0.156281,0.540832,0.581889,0.000893444,0.11015,0.0321664,,0.794725,0.00954439,0.220927,0.00583584,0.000585289,,0.169129,0.0170294,,0.48212,0.0780747,,,0.0141509,0.172511,,0.0111623,,0.540832,0.0473841,0.0754366,0.772335,0.0216931,0.110013,,0.933295,0.74121,0.0186187
31-May-2022,0.00510046,0.532488,0.0619397,0.156696,,0.585788,0.000896697,0.111227,0.0321155,0.106693,0.793732,0.00953986,0.221961,0.00577929,0.000594722,2.42403,0.16933,0.0170443,0.0376208,0.483885,0.0786006,1.92693,0.200516,0.0141819,0.173713,0.203545,0.0120263,0.197575,0.540925,0.0473799,0.0755987,0.771736,0.0216709,0.110114,0.201744,0.932725,0.740905,0.0185681
01-Jun-2022,0.0050975,0.531301,0.0615948,0.155199,0.540046,0.586449,0.000899148,0.110806,0.0320844,0.106729,0.793987,0.00955721,0.222921,0.0057494,,2.42385,0.168957,0.0170518,0.0375511,0.483123,0.0790526,1.92773,0.199358,0.014142,0.173112,0.20363,0.0120575,0.197657,0.540046,0.0477341,0.0757685,0.770332,0.0215889,0.110124,0.201828,0.933187,0.741213,0.0185151
